EventId,Date,Time,Period,Actual,Forecast,Previous
NA::Denmark - Pentecost::none,2024-05-20,All Day,,,,
NA::Hungary - Pentecost::none,2024-05-20,All Day,,,,
NA::Iceland - Pentecost::none,2024-05-20,All Day,,,,
NA::India - Election Day::none,2024-05-20,All Day,,,,
NA::Norway - Pentecost::none,2024-05-20,All Day,,,,
NA::Switzerland - Pentecost::none,2024-05-20,All Day,,,,
USD::Fed Chair Powell Speaks::none,2024-05-20,03:30,,,,
KWD::CPI::m/m,2024-05-20,07:00,apr,0.30%,,0.38%
KWD::CPI::y/y,2024-05-20,07:00,apr,3.17%,,3.02%
GBP::Rightmove House Price Index::m/m,2024-05-20,07:00,,0.8%,,1.1%
CNY::China Loan Prime Rate 5Y::none,2024-05-20,09:15,may,3.95%,3.95%,3.95%
CNY::PBoC Loan Prime Rate::none,2024-05-20,09:15,,3.45%,3.45%,3.45%
THB::GDP::q/q,2024-05-20,10:30,q1,1.10%,0.60%,-0.40%
THB::GDP::y/y,2024-05-20,10:30,q1,1.5%,0.8%,1.7%
IDR::Balance of Payments (EUR)::none,2024-05-20,11:00,q4,-6.0B,,-1.5B
IDR::Current Account % of GDP::none,2024-05-20,11:00,q4,-0.60%,,-0.20%
MYR::Exports::y/y,2024-05-20,12:00,apr,9.1%,13.4%,-0.9%
MYR::Imports::y/y,2024-05-20,12:00,apr,15.6%,16.4%,12.5%
MYR::Trade Balance::none,2024-05-20,12:00,apr,7.70B,11.70B,12.70B
JPY::Tertiary Industry Activity Index::none,2024-05-20,12:30,mar,12.70,,1.20
JPY::Tertiary Industry Activity Index::m/m,2024-05-20,12:30,,-2.4%,0.1%,2.2%
EUR::Estonian PPI::m/m,2024-05-20,13:00,apr,0.3%,,-0.4%
EUR::Estonian PPI::y/y,2024-05-20,13:00,apr,-2.9%,,-3.9%
QAR::CPI::m/m,2024-05-20,14:30,apr,0.42%,,-1.40%
QAR::CPI::y/y,2024-05-20,14:30,apr,0.71%,,0.98%
CZK::PPI::m/m,2024-05-20,15:00,apr,0.2%,,-0.1%
CZK::PPI::y/y,2024-05-20,15:00,apr,1.4%,,0.0%
TWD::Export Orders::y/y,2024-05-20,16:00,apr,10.8%,4.5%,1.2%
TWD::Balance of Payments (USD)::none,2024-05-20,16:20,q1,-0.330B,,3.390B
TWD::Current Account USD::none,2024-05-20,16:20,q1,29.11B,,34.84B
HKD::Unemployment Rate::none,2024-05-20,16:30,apr,3.0%,,3.0%
EUR::Greek Credit Expansion::y/y,2024-05-20,17:00,feb,3.0%,,1.9%
EUR::Slovak Unemployment Rate::none,2024-05-20,17:00,apr,5.0%,5.1%,5.1%
GBP::BoE MPC Member Broadbent Speaks::none,2024-05-20,17:00,,,,
KES::GDP::q/q,2024-05-20,17:50,,5.10%,,6.00%
GBP::Rightmove House Price Index::y/y,2024-05-20,18:00,may,0.6%,,1.7%
EUR::Spanish Consumer Confidence::none,2024-05-20,18:00,,84.5,,82.5
BRL::BCB Focus Market Readout::none,2024-05-20,19:25,,,,
MWK::CPI::y/y,2024-05-20,19:30,,32.3%,,31.8%
USD::FOMC Member Bostic Speaks::none,2024-05-20,19:30,,,,
MXN::Retail Sales::m/m,2024-05-20,20:00,mar,-0.2%,,0.5%
MXN::Retail Sales::y/y,2024-05-20,20:00,mar,-1.7%,,3.0%
CLP::Chilean GDP::q/q,2024-05-20,20:30,q1,1.90%,2.00%,0.10%
CLP::Chilean GDP::y/y,2024-05-20,20:30,q1,2.3%,2.5%,0.4%
USD::FOMC Member Bostic Speaks::none,2024-05-20,20:45,,,,
USD::Fed Vice Chair for Supervision Barr Speaks::none,2024-05-20,21:00,,,,
USD::Fed Waller Speaks::none,2024-05-20,21:00,,,,
EUR::Spanish Trade Balance::none,2024-05-20,22:25,,-2.00B,,-2.40B
TRY::Central Government Debt Stock::none,2024-05-20,22:30,apr,"7,492.6B",,"7,499.8B"
USD::Fed Governor Jefferson Speaks::none,2024-05-20,22:30,,,,
USD::3-Month Bill Auction::none,2024-05-20,23:30,,5.245%,,5.250%
USD::6-Month Bill Auction::none,2024-05-20,23:30,,5.160%,,5.165%
NA::Chile - Armed Forces Day::none,2024-05-21,All Day,,,,
NA::Montenegro - Independence Day::none,2024-05-21,All Day,,,,
USD::FOMC Member Mester Speaks::none,2024-05-21,02:00,,,,
KRW::Consumer Confidence::none,2024-05-21,05:00,may,98.4,,100.7
USD::FOMC Member Bostic Speaks::none,2024-05-21,07:00,,,,
AUD::Westpac Consumer Sentiment::none,2024-05-21,08:30,may,-0.3%,,-2.4%
AUD::RBA Meeting Minutes::none,2024-05-21,09:30,,,,
NZD::Credit Card Spending::y/y,2024-05-21,11:00,,-0.6%,,-0.6%
EUR::German PPI::m/m,2024-05-21,14:00,apr,0.2%,0.3%,0.2%
EUR::German PPI::y/y,2024-05-21,14:00,apr,-3.3%,-3.2%,-2.9%
SEK::Capacity Utilization::q/q,2024-05-21,14:00,q1,0.2%,,-1.3%
DKK::GDP::q/q,2024-05-21,14:00,q1,-1.8%,,2.7%
DKK::GDP::y/y,2024-05-21,14:00,q1,0.2%,,3.5%
ZAR::Leading Indicators::none,2024-05-21,15:00,mar,110.40%,,112.80%
CHF::M3 Money Supply::none,2024-05-21,15:00,apr,"1,140.9B",,"1,137.9B"
EUR::Greek Current Account::y/y,2024-05-21,15:55,mar,-2.694B,,-3.161B
EUR::Current Account::none,2024-05-21,16:00,mar,35.8B,30.2B,28.9B
EUR::Current Account n.s.a.::none,2024-05-21,16:00,mar,44.5B,,31.1B
EUR::Slovak Current Account::none,2024-05-21,16:00,mar,67.0M,,77.0M
EUR::ECB President Lagarde Speaks::none,2024-05-21,16:00,,,,
USD::Treasury Secretary Yellen Speaks::none,2024-05-21,16:00,,,,
USD::Fed Governor Kroszner Speaks::none,2024-05-21,16:20,,,,
KWD::Bank Lending::y/y,2024-05-21,16:25,apr,3.34%,,2.43%
EUR::Construction Output::m/m,2024-05-21,17:00,mar,0.10%,,0.38%
EUR::Trade Balance::none,2024-05-21,17:00,mar,24.1B,19.9B,22.8B
EUR::Labor Cost Index::y/y,2024-05-21,17:00,q1,4.90%,,3.40%
GBP::20-Year Treasury Gilt Auction::none,2024-05-21,17:10,,4.580%,,4.495%
EUR::German 5-Year Bobl Auction::none,2024-05-21,17:45,,2.560%,,2.410%
GBP::CBI Industrial Trends Orders::none,2024-05-21,18:00,may,-33,-20,-23
EUR::Eurogroup Meetings::none,2024-05-21,18:00,,,,
HUF::Interest Rate Decision::none,2024-05-21,20:00,may,7.25%,7.25%,7.75%
CAD::CPI::m/m,2024-05-21,20:30,apr,0.5%,0.5%,0.6%
CAD::CPI::y/y,2024-05-21,20:30,apr,2.7%,2.7%,2.9%
CAD::Common CPI::y/y,2024-05-21,20:30,apr,2.6%,2.8%,2.9%
CAD::Core CPI::m/m,2024-05-21,20:30,apr,0.2%,,0.5%
CAD::Core CPI::y/y,2024-05-21,20:30,apr,1.6%,,2.0%
CAD::Median CPI::y/y,2024-05-21,20:30,apr,2.6%,2.7%,2.9%
CAD::Trimmed CPI::y/y,2024-05-21,20:30,apr,2.9%,2.9%,3.2%
USD::Redbook::y/y,2024-05-21,20:55,,5.5%,,6.3%
USD::FOMC Member Barkin Speaks::none,2024-05-21,21:00,,,,
USD::Fed Waller Speaks::none,2024-05-21,21:00,,,,
EUR::French 12-Month BTF Auction::none,2024-05-21,21:00,,3.467%,,3.481%
EUR::French 3-Month BTF Auction::none,2024-05-21,21:00,,3.746%,,3.781%
EUR::French 6-Month BTF Auction::none,2024-05-21,21:00,,3.657%,,3.670%
NGN::Interest Rate Decision::none,2024-05-21,21:00,,26.25%,,24.75%
USD::FOMC Member Williams Speaks::none,2024-05-21,21:05,,,,
USD::FOMC Member Bostic Speaks::none,2024-05-21,21:10,,,,
BRL::Federal Tax Revenue::none,2024-05-21,21:30,,228.90B,,190.60B
NZD::GlobalDairyTrade Price Index::none,2024-05-21,23:00,,3.3%,,1.8%
COP::Imports::y/y,2024-05-21,23:00,,-18.80%,,-4.70%
USD::Milk Auctions::none,2024-05-21,23:00,,"3,861.0",,"3,708.0"
COP::Trade Balance (USD)::none,2024-05-21,23:00,,-0.927B,,-1.010B
USD::Fed Vice Chair for Supervision Barr Speaks::none,2024-05-21,23:45,,,,
NA::Malaysia - Vesak Day::none,2024-05-22,All Day,,,,
NA::Montenegro - Independence Day::none,2024-05-22,All Day,,,,
NA::Singapore - Vesak Day::none,2024-05-22,All Day,,,,
NA::Thailand - Vesak Day::none,2024-05-22,All Day,,,,
GBP::BoE Gov Bailey Speaks::none,2024-05-22,01:00,,,,
ARS::Trade Balance::none,2024-05-22,03:00,apr,"1,820M","2,059M","2,059M"
USD::API Weekly Crude Oil Stock::none,2024-05-22,04:30,,2.480M,,-3.104M
KRW::Manufacturing BSI Index::none,2024-05-22,05:00,jun,72,,71
KRW::PPI::m/m,2024-05-22,05:00,apr,0.3%,,0.2%
KRW::PPI::y/y,2024-05-22,05:00,apr,1.8%,,1.5%
JPY::Reuters Tankan Index::none,2024-05-22,07:00,may,9,,9
USD::FOMC Member Bostic Speaks::none,2024-05-22,07:00,,,,
USD::FOMC Member Mester Speaks::none,2024-05-22,07:00,,,,
USD::Fed Collins Speaks::none,2024-05-22,07:00,,,,
JPY::Core Machinery Orders::m/m,2024-05-22,07:50,mar,2.9%,-1.8%,7.7%
JPY::Core Machinery Orders::y/y,2024-05-22,07:50,mar,2.7%,,-1.8%
JPY::Exports::y/y,2024-05-22,07:50,apr,8.3%,11.1%,7.3%
JPY::Imports::y/y,2024-05-22,07:50,apr,8.3%,9.0%,-4.9%
JPY::Trade Balance::none,2024-05-22,07:50,apr,-462.5B,-339.5B,366.5B
JPY::Adjusted Trade Balance::none,2024-05-22,07:50,,-0.56T,-0.72T,-0.70T
NZD::RBNZ Interest Rate Decision::none,2024-05-22,10:00,,5.50%,5.50%,5.50%
NZD::RBNZ Monetary Policy Statement::none,2024-05-22,10:00,,,,
NZD::RBNZ Rate Statement::none,2024-05-22,10:00,,,,
NZD::RBNZ Press Conference::none,2024-05-22,11:00,,,,
EUR::Finnish Unemployment Rate::none,2024-05-22,13:00,apr,8.2%,,8.1%
GBP::CPI::m/m,2024-05-22,14:00,apr,0.3%,0.2%,0.6%
GBP::CPI::y/y,2024-05-22,14:00,apr,2.3%,2.1%,3.2%
"GBP::CPI, n.s.a::none",2024-05-22,14:00,apr,133.50,,133.00
CZK::Car Registration::m/m,2024-05-22,14:00,apr,3.30%,,3.20%
EUR::Car Registration::m/m,2024-05-22,14:00,apr,-0.6%,,0.7%
GBP::Car Registration::m/m,2024-05-22,14:00,apr,-57.7%,,274.4%
HUF::Car Registration::m/m,2024-05-22,14:00,apr,-19.30%,,20.10%
PLN::Car Registration::m/m,2024-05-22,14:00,apr,-11.10%,,8.60%
RON::Car Registration::m/m,2024-05-22,14:00,apr,45.00%,,-19.30%
CZK::Car Registration::y/y,2024-05-22,14:00,apr,6.10%,,-15.50%
EUR::Car Registration::y/y,2024-05-22,14:00,apr,-3.8%,,-0.5%
GBP::Car Registration::y/y,2024-05-22,14:00,apr,1.0%,,10.4%
HUF::Car Registration::y/y,2024-05-22,14:00,apr,21.40%,,12.20%
PLN::Car Registration::y/y,2024-05-22,14:00,apr,25.10%,,0.90%
RON::Car Registration::y/y,2024-05-22,14:00,apr,34.60%,,-25.30%
GBP::Core CPI::m/m,2024-05-22,14:00,apr,0.9%,0.7%,0.6%
GBP::Core CPI::y/y,2024-05-22,14:00,apr,3.9%,3.6%,4.2%
GBP::Core PPI Output::m/m,2024-05-22,14:00,apr,0.0%,,0.3%
GBP::Core PPI Output::y/y,2024-05-22,14:00,apr,0.2%,,0.2%
GBP::Core RPI::m/m,2024-05-22,14:00,apr,0.5%,,0.5%
GBP::Core RPI::y/y,2024-05-22,14:00,apr,2.3%,,3.3%
EUR::French Car Registration::m/m,2024-05-22,14:00,apr,-18.4%,,26.2%
EUR::French Car Registration::y/y,2024-05-22,14:00,apr,10.9%,,-1.5%
EUR::German Car Registration::m/m,2024-05-22,14:00,apr,-7.9%,,21.4%
EUR::German Car Registration::y/y,2024-05-22,14:00,apr,19.8%,,-6.2%
EUR::Italian Car Registration::m/m,2024-05-22,14:00,apr,-16.5%,,10.2%
EUR::Italian Car Registration::y/y,2024-05-22,14:00,apr,7.7%,,-3.7%
GBP::PPI Input::m/m,2024-05-22,14:00,apr,0.6%,0.4%,-0.2%
GBP::PPI Input::y/y,2024-05-22,14:00,apr,-1.6%,-1.2%,-2.5%
GBP::PPI Output::m/m,2024-05-22,14:00,apr,0.2%,0.4%,0.2%
GBP::PPI Output::y/y,2024-05-22,14:00,apr,1.1%,1.2%,0.7%
GBP::Public Sector Net Borrowing::none,2024-05-22,14:00,apr,19.59B,18.50B,12.14B
GBP::Public Sector Net Cash Requirement::none,2024-05-22,14:00,apr,-5.217B,,21.652B
GBP::RPI::m/m,2024-05-22,14:00,apr,0.5%,0.5%,0.5%
GBP::RPI::y/y,2024-05-22,14:00,apr,3.3%,3.3%,4.3%
SEK::Unemployment Rate::none,2024-05-22,14:00,apr,8.9%,,9.2%
IDR::Loans::y/y,2024-05-22,15:00,apr,13.09%,,12.40%
GBP::CPIH::y/y,2024-05-22,15:00,,3.0%,,3.8%
EUR::European Central Bank Non-monetary Policy Meeting::none,2024-05-22,15:00,,,,
QAR::M2 Money Supply::y/y,2024-05-22,15:10,apr,5.70%,,5.40%
QAR::Total Credit::y/y,2024-05-22,15:10,apr,4.70%,,4.90%
IDR::Deposit Facility Rate::none,2024-05-22,15:30,may,5.50%,5.50%,5.50%
IDR::Lending Facility Rate::none,2024-05-22,15:30,may,7.00%,7.00%,7.00%
IDR::Interest Rate Decision::none,2024-05-22,15:30,,6.25%,6.25%,6.25%
OMR::M2 Money Supply::y/y,2024-05-22,15:40,feb,15.2%,,15.8%
OMR::Total Credit::y/y,2024-05-22,15:40,feb,0.8%,,0.5%
ZAR::CPI::m/m,2024-05-22,16:00,apr,0.3%,,0.8%
ZAR::CPI::y/y,2024-05-22,16:00,apr,5.2%,,5.3%
ZAR::Core CPI::m/m,2024-05-22,16:00,apr,0.2%,,0.7%
ZAR::Core CPI::y/y,2024-05-22,16:00,apr,4.6%,,4.9%
PLN::Corp. Sector Wages::y/y,2024-05-22,16:00,apr,11.3%,12.1%,12.0%
PLN::Employment Growth::y/y,2024-05-22,16:00,apr,-0.4%,-0.3%,-0.2%
PLN::Industrial Output::y/y,2024-05-22,16:00,apr,7.9%,5.9%,-5.6%
PLN::PPI::y/y,2024-05-22,16:00,apr,-8.6%,-8.3%,-9.9%
TWD::Unemployment Rate::none,2024-05-22,16:00,apr,3.39%,,3.40%
EUR::ECB President Lagarde Speaks::none,2024-05-22,16:05,,,,
GBP::House Price Index::y/y,2024-05-22,16:30,,1.8%,0.1%,-0.2%
GBP::5-Year Treasury Gilt Auction::none,2024-05-22,17:20,,4.199%,,4.251%
EUR::German 10-Year Bund Auction::none,2024-05-22,17:45,,2.530%,,2.540%
EUR::German Buba Monthly Report::none,2024-05-22,18:00,,,,
USD::MBA 30-Year Mortgage Rate::none,2024-05-22,19:00,,7.01%,,7.08%
USD::MBA Mortgage Applications::w/w,2024-05-22,19:00,,1.9%,,0.5%
USD::MBA Purchase Index::none,2024-05-22,19:00,,140.0,,141.7
USD::Mortgage Market Index::none,2024-05-22,19:00,,201.9,,198.1
USD::Mortgage Refinance Index::none,2024-05-22,19:00,,536.9,,499.9
GBP::BoE Breeden Speaks::none,2024-05-22,20:45,,,,
USD::Existing Home Sales::none,2024-05-22,22:00,apr,4.14M,4.21M,4.22M
USD::Existing Home Sales::m/m,2024-05-22,22:00,apr,-1.9%,,-3.7%
USD::Crude Oil Imports::none,2024-05-22,22:30,,-0.676M,,0.108M
USD::Crude Oil Inventories::none,2024-05-22,22:30,,1.825M,-2.400M,-2.508M
USD::Cushing Crude Oil Inventories::none,2024-05-22,22:30,,1.325M,,-0.341M
USD::Distillate Fuel Production::none,2024-05-22,22:30,,0.260M,,0.021M
USD::EIA Refinery Crude Runs::w/w,2024-05-22,22:30,,0.227M,,0.307M
USD::EIA Weekly Distillates Stocks::none,2024-05-22,22:30,,0.379M,-0.100M,-0.045M
USD::EIA Weekly Refinery Utilization Rates::w/w,2024-05-22,22:30,,1.3%,,1.9%
USD::Gasoline Inventories::none,2024-05-22,22:30,,-0.945M,-1.600M,-0.235M
USD::Gasoline Production::none,2024-05-22,22:30,,0.351M,,0.203M
USD::Heating Oil Stockpiles::none,2024-05-22,22:30,,0.477M,,-0.680M
RUB::PPI::m/m,2024-05-23,00:00,apr,1.8%,,2.4%
RUB::PPI::y/y,2024-05-23,00:00,apr,18.4%,,19.1%
NA::Bangladesh - Vesak Day::none,2024-05-23,All Day,,,,
NA::Indonesia - Vesak Day::none,2024-05-23,All Day,,,,
NA::Jamaica - Labor Day::none,2024-05-23,All Day,,,,
NA::Mongolia - Vesak Day::none,2024-05-23,All Day,,,,
NA::Sri Lanka - Vesak Day::none,2024-05-23,All Day,,,,
USD::20-Year Bond Auction::none,2024-05-23,01:00,,4.635%,,4.818%
BRL::Foreign Exchange Flows::none,2024-05-23,01:30,,-1.102B,,-0.357B
ARS::Economic Activity::y/y,2024-05-23,03:00,mar,-8.4%,,-3.2%
NZD::RBNZ Gov Orr Speaks::none,2024-05-23,04:10,,,,
NZD::Retail Sales::q/q,2024-05-23,06:45,q1,0.5%,-0.3%,-1.9%
NZD::Retail Sales Quarterly Vs. Year Ago::none,2024-05-23,06:45,q1,-2.4%,,-4.1%
NZD::Core Retail Sales::q/q,2024-05-23,06:45,,0.4%,0.0%,-1.6%
EUR::Irish Consumer Confidence::none,2024-05-23,07:00,may,65.7,,67.8
JPY::Foreign Bonds Buying::none,2024-05-23,07:50,,"2,192.2B",,-390.6B
JPY::Foreign Investments in Japanese Stocks::none,2024-05-23,07:50,,248.1B,,664.8B
SGD::GDP::y/y,2024-05-23,08:00,q1,2.7%,2.7%,2.2%
SGD::GDP::q/q,2024-05-23,08:00,,0.1%,0.1%,1.2%
KRW::Interest Rate Decision::none,2024-05-23,09:00,may,3.50%,3.50%,3.50%
KRW::Bank of Korea Monetary Policy Board’s Policy Setting Meeting Dates::m/m,2024-05-23,09:00,,,,
AUD::MI Inflation Expectations::none,2024-05-23,09:00,,4.1%,,4.6%
EUR::Dutch Consumer Confidence::none,2024-05-23,12:30,may,-22.0,,-21.0
PHP::Budget Balance::none,2024-05-23,13:00,apr,42.7B,,-195.9B
SGD::CPI::m/m,2024-05-23,13:00,apr,0.10%,,-0.10%
SGD::CPI::y/y,2024-05-23,13:00,apr,2.7%,2.6%,2.7%
SGD::Core CPI::y/y,2024-05-23,13:00,apr,3.10%,3.10%,3.10%
EUR::Lithuania Industrial Production::m/m,2024-05-23,14:00,apr,4.00%,,4.00%
EUR::Lithuania Industrial Production::y/y,2024-05-23,14:00,apr,5.50%,,-2.60%
DKK::Consumer Confidence::none,2024-05-23,14:00,may,-6.5,,-8.6
AED::GDP::y/y,2024-05-23,14:00,,3.60%,,7.90%
HUF::Gross Wages::y/y,2024-05-23,14:30,mar,13.9%,,14.0%
THB::Custom-Based Export Data::none,2024-05-23,14:30,apr,6.80%,,-10.90%
THB::Custom-Based Import Data::none,2024-05-23,14:30,apr,8.30%,,5.60%
THB::Custom-Based Trade Data (USD)::none,2024-05-23,14:30,apr,-1.640B,,-1.160B
TRY::Consumer Confidence::none,2024-05-23,15:00,may,80.5,,80.5
MYR::FX Reserves USD::none,2024-05-23,15:00,,113.3B,,112.8B
TWD::Industrial Production::y/y,2024-05-23,16:00,apr,14.61%,,4.20%
PLN::Retail Sales::y/y,2024-05-23,16:00,apr,4.3%,5.1%,6.0%
HKD::CPI::m/m,2024-05-23,16:30,apr,-0.70%,,0.00%
HKD::CPI::y/y,2024-05-23,16:30,apr,1.10%,2.10%,2.00%
KWD::M2 Money Supply::y/y,2024-05-23,16:45,apr,1.86%,,1.16%
EUR::Belgium Consumer Confidence::none,2024-05-23,17:00,may,-7,,-6
EUR::Latvian PPI::m/m,2024-05-23,18:00,apr,0.3%,,-0.4%
EUR::Latvian PPI::y/y,2024-05-23,18:00,apr,-5.0%,,-7.2%
EUR::Eurogroup Meetings::none,2024-05-23,18:00,,,,
TRY::One-Week Repo Rate::none,2024-05-23,19:00,may,50.00%,50.00%,50.00%
TRY::Overnight Borrowing Rate::none,2024-05-23,19:00,may,47.00%,,47.00%
TRY::Overnight Lending Rate::none,2024-05-23,19:00,may,53.00%,,53.00%
GBP::BoE MPC Member Pill Speaks::none,2024-05-23,19:30,,,,
TRY::Gross FX Reserves::none,2024-05-23,19:30,,78.55B,,74.20B
TRY::Net FX Reserves::none,2024-05-23,19:30,,33.84%,,30.87%
MXN::Economic Activity::m/m,2024-05-23,20:00,mar,0.30%,0.80%,1.50%
MXN::Economic Activity::y/y,2024-05-23,20:00,mar,-1.30%,1.10%,4.50%
MXN::1st Half-Month CPI::none,2024-05-23,20:00,may,-0.21%,-0.22%,0.09%
MXN::1st Half-Month Core CPI::none,2024-05-23,20:00,may,0.15%,0.15%,0.16%
MXN::GDP::q/q,2024-05-23,20:00,q1,0.3%,0.2%,0.1%
MXN::GDP::y/y,2024-05-23,20:00,q1,1.6%,1.6%,2.5%
BRL::BCB National Monetary Council Meeting::none,2024-05-23,20:00,,,,
USD::Building Permits::none,2024-05-23,20:25,,1.440M,1.440M,1.467M
USD::Building Permits::m/m,2024-05-23,20:25,,-3.0%,-3.0%,-3.7%
USD::Chicago Fed National Activity::none,2024-05-23,20:30,apr,-0.23,0.12,-0.04
USD::Continuing Jobless Claims::none,2024-05-23,20:30,,"1,794K","1,794K","1,786K"
USD::Initial Jobless Claims::none,2024-05-23,20:30,,215K,220K,223K
USD::Jobless Claims 4-Week Avg.::none,2024-05-23,20:30,,219.75K,,218.00K
CAD::New Housing Price Index::m/m,2024-05-23,20:30,,0.2%,0.1%,0.0%
RUB::Central Bank reserves (USD)::none,2024-05-23,21:00,,603.7B,,598.4B
USD::New Home Sales::none,2024-05-23,22:00,apr,634K,677K,665K
USD::New Home Sales::m/m,2024-05-23,22:00,apr,-4.7%,,5.4%
EUR::Consumer Confidence::none,2024-05-23,22:00,may,-14.3,-14.0,-14.7
MXN::Monetary Policy Meeting Minutes::none,2024-05-23,22:00,,,,
USD::Natural Gas Storage::none,2024-05-23,22:30,,78B,84B,70B
USD::KC Fed Composite Index::none,2024-05-23,23:00,may,-2,,-8
USD::KC Fed Manufacturing Index::none,2024-05-23,23:00,may,-1,,-13
USD::4-Week Bill Auction::none,2024-05-23,23:30,,5.270%,,5.270%
USD::8-Week Bill Auction::none,2024-05-23,23:30,,5.275%,,5.270%
NA::Bulgaria - Cyrillic Alphabet and Slavic Culture Day::none,2024-05-24,All Day,,,,
NA::Indonesia - Vesak Day::none,2024-05-24,All Day,,,,
NA::Sri Lanka - Vesak Day::none,2024-05-24,All Day,,,,
USD::10-Year TIPS Auction::none,2024-05-24,01:00,,2.184%,,1.932%
EGP::Interest Rate Decision::none,2024-05-24,01:00,,27.25%,,27.25%
EGP::Overnight Lending Rate::none,2024-05-24,01:00,,28.25%,,28.25%
ARS::Retail Sales::y/y,2024-05-24,03:00,mar,208.8%,,274.7%
USD::FOMC Member Bostic Speaks::none,2024-05-24,03:00,,,,
USD::Fed's Balance Sheet::none,2024-05-24,04:30,,"7,300B",,"7,304B"
USD::Reserve Balances with Federal Reserve Banks::none,2024-05-24,04:30,,3.375T,,3.416T
CLP::Interest Rate Decision::none,2024-05-24,06:00,may,6.00%,6.00%,6.50%
NZD::Exports::none,2024-05-24,06:45,apr,6.42B,,6.38B
NZD::Imports::none,2024-05-24,06:45,apr,6.32B,,5.90B
NZD::Trade Balance::m/m,2024-05-24,06:45,apr,91M,,476M
NZD::Trade Balance::y/y,2024-05-24,06:45,apr,"-10,110M",,"-9,980M"
GBP::GfK Consumer Confidence::none,2024-05-24,07:00,may,-17,-18,-19
"JPY::CPI, n.s.a::m/m",2024-05-24,07:30,apr,0.4%,,0.3%
JPY::National CPI::m/m,2024-05-24,07:30,apr,0.2%,,0.2%
JPY::National CPI::y/y,2024-05-24,07:30,apr,2.5%,,2.7%
JPY::National Core CPI::y/y,2024-05-24,07:30,apr,2.2%,2.2%,2.6%
PEN::Current Account % of GDP::none,2024-05-24,07:30,q1,1.00%,,2.70%
MYR::CPI::m/m,2024-05-24,12:00,apr,0.20%,,0.10%
MYR::CPI::y/y,2024-05-24,12:00,apr,1.8%,1.8%,1.8%
EUR::Finnish Export Price Index::y/y,2024-05-24,13:00,apr,-3.0%,,-5.9%
EUR::Finnish Import Price Index::y/y,2024-05-24,13:00,apr,-2.1%,,-4.6%
EUR::Finnish PPI::y/y,2024-05-24,13:00,apr,-2.1%,,-4.5%
SGD::Industrial Production::m/m,2024-05-24,13:00,apr,7.1%,5.7%,-16.1%
SGD::Industrial Production::y/y,2024-05-24,13:00,apr,-1.6%,-0.7%,-9.2%
GBP::Core Retail Sales::m/m,2024-05-24,14:00,apr,-2.0%,-0.6%,-0.6%
GBP::Core Retail Sales::y/y,2024-05-24,14:00,apr,-3.0%,-1.1%,0.4%
SEK::PPI::m/m,2024-05-24,14:00,apr,0.5%,,0.6%
SEK::PPI::y/y,2024-05-24,14:00,apr,0.9%,,-0.6%
GBP::Retail Sales::m/m,2024-05-24,14:00,apr,-2.3%,-0.5%,-0.2%
GBP::Retail Sales::y/y,2024-05-24,14:00,apr,-2.7%,-0.2%,0.4%
DKK::Industrial Outlook::none,2024-05-24,14:00,may,2.00%,,-4.00%
EUR::German GDP::q/q,2024-05-24,14:00,q1,0.2%,0.2%,-0.3%
EUR::German GDP::y/y,2024-05-24,14:00,q1,-0.2%,-0.2%,-0.2%
HUF::Quarterly Unemployment Rate::none,2024-05-24,14:30,apr,4.5%,,4.6%
CHF::Employment Level::none,2024-05-24,14:30,q1,5.484M,,5.488M
EUR::French Business Survey::none,2024-05-24,14:45,may,99,100,100
EUR::ECB's Schnabel Speaks::none,2024-05-24,15:00,,,,
EUR::Spanish PPI::y/y,2024-05-24,15:00,,-6.6%,,-8.2%
THB::Currency Swaps (USD)::none,2024-05-24,15:30,,28.2B,,28.0B
THB::Foreign Reserves (USD)::none,2024-05-24,15:30,,226.0B,,224.1B
CHF::SNB Chairman Thomas Jordan speaks::none,2024-05-24,15:45,,,,
TRY::Foreign Arrivals::y/y,2024-05-24,16:00,apr,8.70%,,15.65%
TWD::M2 Money Supply::none,2024-05-24,16:20,apr,6.06%,,6.15%
TWD::M3 Money Supply::none,2024-05-24,16:20,apr,"62,559.5B",,"62,437.6B"
EUR::German Buba Mauderer Speaks::none,2024-05-24,17:15,,,,
EUR::German Buba President Nagel Speaks::none,2024-05-24,17:15,,,,
CNY::FDI::none,2024-05-24,17:45,apr,-27.90%,,-26.10%
EUR::Eurogroup Meetings::none,2024-05-24,18:00,,,,
NGN::GDP::y/y,2024-05-24,18:25,q1,2.98%,,3.46%
NGN::Nigeria GDP::q/q,2024-05-24,18:25,,-16.1%,,12.0%
BRL::FGV Consumer confidence::none,2024-05-24,19:00,may,89.2,,93.2
NGN::Oil Production::none,2024-05-24,19:25,q1,1.570M,,1.550M
BRL::Current Account (USD)::none,2024-05-24,19:30,apr,-2.50B,-1.10B,-4.58B
BRL::Foreign direct investment (USD)::none,2024-05-24,19:30,apr,3.90B,4.87B,9.60B
"INR::FX Reserves, USD::none",2024-05-24,19:30,,648.70B,,644.15B
PLN::M3 Money Supply::y/y,2024-05-24,20:00,apr,7.4%,6.8%,6.6%
MXN::Trade Balance::none,2024-05-24,20:00,apr,-3.746B,-0.500B,2.098B
MXN::Trade Balance (USD)::none,2024-05-24,20:00,apr,-2.578B,,-1.583B
