EventId,Date,Time,Actual,Forecast,Previous
USD::us leading index::m/m,2008-06-19,23:00,0.1%,0%,0.1%
GBP::boe mpc member gieve speaks::none,2008-06-20,03:00,,,0.00
NZD::visitor arrivals::m/m,2008-06-20,06:45,9.4%,,-11.8%
EUR::german ppi::m/m,2008-06-20,14:00,1.0%,0.9%,1.1%
CHF::ppi::m/m,2008-06-20,15:15,1.2%,0.9%,0.7%
CAD::core retail sales::m/m,2008-06-20,20:30,1.1%,0.5%,0.0%
CAD::retail sales::m/m,2008-06-20,20:30,0.6%,0.6%,0.1%
EUR::ecb president trichet speaks::none,2008-06-21,00:45,,,0.00
USD::u.s. baker hughes oil rig count::none,2008-06-21,01:00,384,,389
AUD::cftc aud speculative net positions::none,2008-06-21,03:30,37.0K,,47.5K
CAD::cftc cad speculative net positions::none,2008-06-21,03:30,-1.0K,,17.6K
CHF::cftc chf speculative net positions::none,2008-06-21,03:30,-8.9K,,-3.7K
EUR::cftc eur speculative net positions::none,2008-06-21,03:30,-9.3K,,-7.5K
GBP::cftc gbp speculative net positions::none,2008-06-21,03:30,-31.2K,,-21.1K
JPY::cftc jpy speculative net positions::none,2008-06-21,03:30,5.9K,,7.7K
MXN::cftc mxn speculative net positions::none,2008-06-21,03:30,95.8K,,84.2K
NZD::cftc nzd speculative net positions::none,2008-06-21,03:30,1.6K,,3.2K
USD::cftc silver speculative net positions::none,2008-06-21,03:30,40.0K,,40.9K
USD::cftc gold speculative net positions::none,2008-06-21,03:30,151.2K,,151.2K
USD::cftc crude oil speculative net positions::none,2008-06-21,04:30,5.7k,,22.3k
GBP::rightmove house price index::m/m,2008-06-23,07:00,-1.2%,,1.2%
JPY::bsi large manufacturing conditions::none,2008-06-23,07:50,-15.1,-17.0,-12.9
AUD::new motor vehicle sales::m/m,2008-06-23,09:30,-1.6%,,-0.8%
NZD::credit card spending::y/y,2008-06-23,11:00,5.9%,,8.3%
EUR::german ifo business climate index::none,2008-06-23,16:00,101.3,102.5,103.5
EUR::gfk german consumer climate::none,2008-06-24,14:00,3.9,4.6,4.9
EUR::french consumer spending::m/m,2008-06-24,14:45,2.0%,0.6%,-0.8%
CHF::consumption indicator::none,2008-06-24,16:00,1.91,,2.18
GBP::gross mortgage approvals::none,2008-06-24,16:30,28.0K,,38.7K
USD::s&p/cs hpi composite - 20 n.s.a.::y/y,2008-06-24,21:00,-15.3%,-16.0%,-14.4%
USD::cb consumer confidence::none,2008-06-24,22:00,50.4,56.4,57.2
USD::richmond manufacturing index::none,2008-06-24,22:00,-14,-5,-3
JPY::corporate services price index (cspi)::y/y,2008-06-25,07:50,0.6%,0.5%,0.5%
JPY::adjusted trade balance::none,2008-06-25,07:50,0.64T,0.41T,0.61T
EUR::italian retail sales::m/m,2008-06-25,16:00,0.0%,0.3%,-0.5%
EUR::ecb president trichet speaks::none,2008-06-25,16:15,,,0.00
GBP::cbi distributive trades survey::none,2008-06-25,18:00,-9,-17,-14
USD::durable goods orders::m/m,2008-06-25,20:30,0.0%,0.0%,-0.6%
USD::core durable goods orders::m/m,2008-06-25,20:30,-0.9%,-0.9%,2.4%
USD::new home sales::none,2008-06-25,22:00,512K,515K,526K
USD::crude oil inventories::none,2008-06-25,22:30,0.800M,,-1.200M
USD::fed interest rate decision::none,2008-06-26,02:15,2.00%,2.00%,2.00%
USD::fed's balance sheet::none,2008-06-26,04:30,892.71B,,902.30B
NZD::current account::q/q,2008-06-26,06:45,-2.20B,-1.70B,-3.40B
EUR::german import price index::m/m,2008-06-26,14:00,2.4%,1.5%,0.9%
EUR::m3 money supply::y/y,2008-06-26,16:00,10.5%,10.4%,10.6%
GBP::business investment::q/q,2008-06-26,16:30,-1.8%,-1.4%,-1.4%
GBP::boe mpc treasury committee hearings::none,2008-06-26,16:45,,,0.00
USD::gdp::q/q,2008-06-26,20:30,2.7%,1.0%,0.9%
USD::initial jobless claims::none,2008-06-26,20:30,384K,375K,381K
USD::existing home sales::none,2008-06-26,22:00,4.99M,4.96M,4.89M
NZD::trade balance::m/m,2008-06-27,06:45,-196M,153M,-296M
NZD::gdp::q/q,2008-06-27,06:45,-0.3%,-0.3%,1.0%
JPY::unemployment rate::none,2008-06-27,07:30,4.0%,4.0%,4.0%
JPY::household spending::y/y,2008-06-27,07:30,-3.2%,-2.0%,-2.7%
JPY::national core cpi::y/y,2008-06-27,07:30,1.5%,1.3%,0.9%
JPY::tokyo core cpi::y/y,2008-06-27,07:30,1.3%,1.1%,0.9%
JPY::retail sales::y/y,2008-06-27,07:50,0.2%,-0.1%,0.1%
JPY::industrial production::m/m,2008-06-27,07:50,2.9%,2.5%,-0.2%
EUR::current account::none,2008-06-27,16:00,-0.3B,,-15.3B
GBP::gdp::q/q,2008-06-27,16:30,0.3%,0.4%,0.4%
GBP::current account::none,2008-06-27,16:30,-8.4B,-12.0B,-8.5B
EUR::consumer confidence::none,2008-06-27,17:00,-17.0,-16.0,-15.0
CAD::ippi::m/m,2008-06-27,20:30,0.6%,1.2%,1.4%
CAD::rmpi::m/m,2008-06-27,20:30,3.1%,5.1%,5.1%
USD::core pce price index::m/m,2008-06-27,20:30,0.1%,0.2%,0.1%
USD::personal income::m/m,2008-06-27,20:30,1.9%,0.3%,0.2%
USD::personal spending::m/m,2008-06-27,20:30,0.8%,0.7%,0.2%
USD::michigan consumer sentiment::none,2008-06-27,22:00,56.4,56.8,56.7
USD::u.s. baker hughes oil rig count::none,2008-06-28,01:00,375,,384
AUD::cftc aud speculative net positions::none,2008-06-28,03:30,49.4K,,37.0K
CAD::cftc cad speculative net positions::none,2008-06-28,03:30,-4.5K,,-1.0K
CHF::cftc chf speculative net positions::none,2008-06-28,03:30,-2.4K,,-8.9K
EUR::cftc eur speculative net positions::none,2008-06-28,03:30,1.4K,,-9.3K
GBP::cftc gbp speculative net positions::none,2008-06-28,03:30,-12.8K,,-31.2K
JPY::cftc jpy speculative net positions::none,2008-06-28,03:30,-12.7K,,5.9K
MXN::cftc mxn speculative net positions::none,2008-06-28,03:30,98.2K,,95.8K
NZD::cftc nzd speculative net positions::none,2008-06-28,03:30,2.7K,,1.6K
USD::cftc silver speculative net positions::none,2008-06-28,03:30,39.0K,,40.0K
USD::cftc gold speculative net positions::none,2008-06-28,03:30,153.5K,,151.2K
USD::cftc crude oil speculative net positions::none,2008-06-28,04:30,20.6k,,5.7k
NZD::building consents::m/m,2008-06-30,06:45,-42.3%,,82.1%
GBP::gfk consumer confidence::none,2008-06-30,07:00,-34,-31,-29
AUD::mi inflation gauge::m/m,2008-06-30,08:30,0.5%,,0.3%
NZD::anz business confidence::none,2008-06-30,11:00,-38.70,,-49.70
JPY::housing starts::y/y,2008-06-30,13:00,-6.5%,-3.7%,-8.7%
GBP::index of services::none,2008-06-30,16:30,0.3%,0.3%,0.5%
GBP::mortgage approvals::none,2008-06-30,16:30,42K,52K,58K
GBP::net lending to individuals::none,2008-06-30,16:30,5.4B,7.0B,7.3B
EUR::cpi::y/y,2008-06-30,17:00,4.0%,,3.7%
EUR::italian cpi::m/m,2008-06-30,17:00,0.4%,0.3%,0.5%
CAD::gdp::m/m,2008-06-30,20:30,0.4%,0.3%,-0.2%
USD::chicago pmi::none,2008-06-30,21:45,49.6,48.2,49.1
AUD::aig manufacturing index::none,2008-07-01,07:30,47.0,,51.2
JPY::tankan large manufacturers index::none,2008-07-01,07:50,5,3,11
JPY::tankan large non - manufacturers index::none,2008-07-01,07:50,10,8,12
JPY::average cash earnings::y/y,2008-07-01,09:30,0.2%,0.7%,0.8%
AUD::rba interest rate decision::none,2008-07-01,12:30,7.25%,7.25%,7.25%
EUR::german retail sales::m/m,2008-07-01,14:00,1.3%,0.8%,-0.6%
GBP::nationwide hpi::m/m,2008-07-01,14:00,-0.9%,-1.1%,-2.5%
AUD::commodity prices::y/y,2008-07-01,14:30,37.8%,,28.6%
CHF::manufacturing pmi::none,2008-07-01,15:30,54.9,55.1,55.7
EUR::german unemployment rate::none,2008-07-01,15:55,7.8%,7.9%,7.9%
CAD::budget balance::none,2008-07-01,17:00,1.64B,,0.20B
CAD::budget balance::y/y,2008-07-01,17:00,1.22B,,-0.88B
CAD::cpi::y/y,2008-07-01,17:00,3.10%,,2.20%
CAD::exports::none,2008-07-01,17:00,43.67B,,43.03B
CAD::foreign securities purchases by canadians::none,2008-07-01,17:00,-9.22B,,6.35B
CAD::full employment change::none,2008-07-01,17:00,-17.30K,,-23.80K
CAD::ippi::y/y,2008-07-01,17:00,6.00%,,2.90%
CAD::imports::none,2008-07-01,17:00,38.61B,,37.40B
CAD::ivey pmi n.s.a::none,2008-07-01,17:00,69.60,,62.50
CAD::part time employment change::none,2008-07-01,17:00,10.70K,,28.60K
CAD::participation rate::none,2008-07-01,17:00,67.40%,,67.60%
CAD::rmpi::y/y,2008-07-01,17:00,32.90%,,27.60%
CAD::core cpi::y/y,2008-07-01,17:00,1.50%,,1.50%
CHF::cpi::y/y,2008-07-01,17:00,2.90%,,2.90%
CHF::ppi::y/y,2008-07-01,17:00,4.50%,,3.90%
CHF::unemployment rate n.s.a.::none,2008-07-01,17:00,2.30%,,2.40%
CHF::kof leading indicators::none,2008-07-01,17:00,78.40,,79.80
EUR::italian business confidence::none,2008-07-01,17:00,101.40,,103.40
EUR::italian cpi::y/y,2008-07-01,17:00,3.80%,,3.50%
EUR::italian consumer confidence::none,2008-07-01,17:00,94.00,,96.40
EUR::italian hicp::m/m,2008-07-01,17:00,0.50%,,0.60%
EUR::italian hicp::y/y,2008-07-01,17:00,4.00%,,3.70%
EUR::italian industrial new orders::m/m,2008-07-01,17:00,1.29%,,-3.41%
EUR::italian industrial new orders::y/y,2008-07-01,17:00,-8.01%,,-5.52%
EUR::italian industrial production::y/y,2008-07-01,17:00,-0.30%,,-2.00%
EUR::italian industrial sales::m/m,2008-07-01,17:00,3.14%,,-1.46%
EUR::italian industrial sales::y/y,2008-07-01,17:00,4.83%,,-1.58%
EUR::italian monthly unemployment rate::none,2008-07-01,17:00,7.10%,,6.80%
EUR::italian ppi::m/m,2008-07-01,17:00,1.00%,,1.30%
EUR::italian ppi::y/y,2008-07-01,17:00,7.00%,,6.30%
EUR::italian retail sales::y/y,2008-07-01,17:00,-2.79%,,1.21%
EUR::italian trade balance eu::none,2008-07-01,17:00,1.41B,,1.83B
EUR::italian trade balance non - eu::none,2008-07-01,17:00,-2.47B,,-1.97B
EUR::italian wage inflation::m/m,2008-07-01,17:00,0.21%,,0.64%
EUR::italian wage inflation::y/y,2008-07-01,17:00,3.60%,,3.40%
GBP::average earnings ex bonus::none,2008-07-01,17:00,4.00%,,4.20%
GBP::boe consumer credit::none,2008-07-01,17:00,0.55B,,1.11B
GBP::core ppi output::m/m,2008-07-01,17:00,0.40%,,0.50%
GBP::core ppi output::y/y,2008-07-01,17:00,3.40%,,3.10%
GBP::core rpi::m/m,2008-07-01,17:00,0.80%,,0.70%
GBP::core rpi::y/y,2008-07-01,17:00,4.80%,,4.40%
GBP::industrial production::y/y,2008-07-01,17:00,-2.00%,,-2.10%
GBP::manufacturing production::y/y,2008-07-01,17:00,-2.50%,,-1.70%
GBP::mortgage lending::none,2008-07-01,17:00,2.67B,,3.51B
GBP::ppi input::y/y,2008-07-01,17:00,34.80%,,30.90%
GBP::ppi output::y/y,2008-07-01,17:00,8.40%,,7.70%
GBP::public sector net cash requirement::none,2008-07-01,17:00,12.12B,,10.25B
GBP::rpi::m/m,2008-07-01,17:00,0.80%,,0.50%
GBP::cpi::m/m,2008-07-01,17:00,0.70%,,0.60%
GBP::core retail sales::m/m,2008-07-01,17:00,-3.80%,,3.40%
GBP::core retail sales::y/y,2008-07-01,17:00,0.30%,,4.50%
GBP::halifax house price index::y/y,2008-07-01,17:00,-6.10%,,-3.80%
GBP::nationwide hpi::y/y,2008-07-01,17:00,-6.30%,,-4.40%
GBP::retail sales::y/y,2008-07-01,17:00,2.20%,,8.10%
GBP::trade balance non - eu::none,2008-07-01,17:00,-4.39B,,-4.63B
INR::bank loan growth::none,2008-07-01,17:00,26.05%,,24.84%
KRW::cpi::m/m,2008-07-01,17:00,0.60%,,0.80%
KRW::cpi::y/y,2008-07-01,17:00,5.50%,,4.90%
KRW::current account::none,2008-07-01,17:00,-2.47B,,-1.26B
KRW::export price index::y/y,2008-07-01,17:00,25.20%,,23.90%
KRW::exports::y/y,2008-07-01,17:00,16.40%,,26.90%
KRW::fx reserves - usd::none,2008-07-01,17:00,258.10B,,258.20B
KRW::import price index::y/y,2008-07-01,17:00,48.90%,,44.60%
KRW::imports::y/y,2008-07-01,17:00,32.70%,,29.60%
KRW::industrial production::m/m,2008-07-01,17:00,-0.70%,,-0.60%
KRW::industrial production::y/y,2008-07-01,17:00,7.30%,,9.20%
KRW::interest rate decision::none,2008-07-01,17:00,5.00%,,5.00%
KRW::m2 money supply::none,2008-07-01,17:00,13.00%,,14.40%
KRW::manufacturing bsi index::none,2008-07-01,17:00,87.00,,88.00
KRW::ppi::m/m,2008-07-01,17:00,1.60%,,2.00%
KRW::ppi::y/y,2008-07-01,17:00,10.50%,,9.00%
KRW::service sector output::m/m,2008-07-01,17:00,-0.80%,,-0.20%
KRW::trade balance::none,2008-07-01,17:00,0.00B,,0.68B
KRW::unemployment rate::none,2008-07-01,17:00,3.20%,,3.20%
MXN::1st half - month cpi::none,2008-07-01,17:00,0.29%,,-0.26%
MXN::1st half - month core cpi::none,2008-07-01,17:00,0.23%,,0.26%
MXN::consumer confidence::none,2008-07-01,17:00,90.90,,94.20
MXN::consumer confidence n.s.a.::none,2008-07-01,17:00,90.70,,94.20
MXN::core cpi::m/m,2008-07-01,17:00,0.47%,,0.48%
MXN::economic activity::m/m,2008-07-01,17:00,0.53%,,-0.03%
MXN::economic activity::y/y,2008-07-01,17:00,1.55%,,1.45%
MXN::fiscal balance::none,2008-07-01,17:00,-27.26B,,0.32B
MXN::gross fixed investments::m/m,2008-07-01,17:00,1.38%,,2.19%
MXN::gross fixed investments::y/y,2008-07-01,17:00,11.62%,,8.65%
MXN::industrial production::m/m,2008-07-01,17:00,0.35%,,0.39%
MXN::industrial production::y/y,2008-07-01,17:00,-0.13%,,-0.25%
MXN::retail sales::m/m,2008-07-01,17:00,0.95%,,-0.55%
MXN::trade balance::none,2008-07-01,17:00,0.24B,,-0.01B
MXN::trade balance (usd)::none,2008-07-01,17:00,-0.57B,,-0.74B
MXN::unemployment rate::none,2008-07-01,17:00,3.67%,,3.61%
MXN::unemployment rate n.s.a.::none,2008-07-01,17:00,3.37%,,3.29%
MXN::cpi::m/m,2008-07-01,17:00,0.41%,,-0.11%
MXN::cpi::y/y,2008-07-01,17:00,5.26%,,4.95%
MXN::interest rate decision::none,2008-07-01,17:00,7.75%,,7.50%
SEK::cpif (cpi at constant interest rates)::m/m,2008-07-01,17:00,0.40%,,0.40%
SEK::cpif (cpi at constant interest rates)::y/y,2008-07-01,17:00,3.30%,,3.00%
SEK::consumer confidence::none,2008-07-01,17:00,83.70,,91.90
SEK::household lending growth::y/y,2008-07-01,17:00,10.90%,,11.13%
SEK::industrial new orders::y/y,2008-07-01,17:00,-0.16%,,-4.62%
SEK::industrial production::m/m,2008-07-01,17:00,0.30%,,-0.90%
SEK::industrial production::y/y,2008-07-01,17:00,-0.90%,,-1.80%
SEK::manufacturing confidence::none,2008-07-01,17:00,-11.00,,-3.00
SEK::manufacturing pmi::none,2008-07-01,17:00,50.60,,51.20
SEK::ppi::m/m,2008-07-01,17:00,0.98%,,-0.27%
SEK::ppi::y/y,2008-07-01,17:00,3.85%,,3.22%
SEK::retail sales::m/m,2008-07-01,17:00,-0.80%,,-0.60%
SEK::retail sales::y/y,2008-07-01,17:00,1.70%,,3.50%
SEK::services pmi::m/m,2008-07-01,17:00,53.70,,61.10
SEK::trade balance::none,2008-07-01,17:00,7.20B,,8.60B
SEK::unemployment rate::none,2008-07-01,17:00,8.10%,,5.90%
SEK::cpi::m/m,2008-07-01,17:00,0.50%,,0.40%
SEK::cpi::y/y,2008-07-01,17:00,4.30%,,4.00%
SEK::interest rate decision::none,2008-07-01,17:00,4.25%,,4.25%
USD::10 - year note auction::none,2008-07-01,17:00,3.37%,,3.88%
USD::core pce price index::y/y,2008-07-01,17:00,2.30%,,2.30%
USD::ism non - manufacturing prices::none,2008-07-01,17:00,79.70,,75.00
USD::jolts job openings::none,2008-07-01,17:00,3.67M,,4.00M
USD::all car sales::none,2008-07-01,17:00,7.73M,,7.96M
USD::all truck sales::none,2008-07-01,17:00,6.33M,,6.41M
USD::average weekly hours::none,2008-07-01,17:00,34.50,,34.50
USD::cb employment trends index::none,2008-07-01,17:00,117.50,,118.10
"USD::cpi index, n.s.a.::none",2008-07-01,17:00,218.82,,216.63
USD::chain store sales::m/m,2008-07-01,17:00,4.30%,,2.90%
USD::chain store sales::w/w,2008-07-01,17:00,0.34%,,-0.52%
USD::chain store sales::y/y,2008-07-01,17:00,2.09%,,1.28%
USD::challenger job cuts::none,2008-07-01,17:00,81.76K,,103.52K
USD::chicago fed national activity::none,2008-07-01,17:00,-1.19,,-1.28
USD::cleveland cpi::m/m,2008-07-01,17:00,0.30%,,0.20%
USD::core cpi index::none,2008-07-01,17:00,215.42,,214.94
USD::dallas fed mfg business index::none,2008-07-01,17:00,-25.60,,-18.60
USD::dallas fed pce::none,2008-07-01,17:00,2.80%,,2.50%
USD::dallas fed services revenues::none,2008-07-01,17:00,0.70,,11.30
USD::domestic truck sales::none,2008-07-01,17:00,5.28M,,5.23M
USD::durables excluding defense::m/m,2008-07-01,17:00,-0.80%,,-0.50%
USD::eia weekly distillates stocks::none,2008-07-01,17:00,2.22M,,1.35M
USD::factory orders ex transportation::m/m,2008-07-01,17:00,2.10%,,0.50%
USD::gasoline inventories::none,2008-07-01,17:00,0.46M,,-0.56M
USD::government payrolls::none,2008-07-01,17:00,34.00K,,33.00K
USD::house price index::none,2008-07-01,17:00,207.00,,208.40
USD::house price index::y/y,2008-07-01,17:00,-8.00%,,-7.70%
USD::ism manufacturing new orders index::none,2008-07-01,17:00,49.70,,48.50
USD::ism non - manufacturing business activity::none,2008-07-01,17:00,50.20,,53.30
USD::ism non - manufacturing new orders::none,2008-07-01,17:00,49.20,,54.20
USD::ism - new york index::none,2008-07-01,17:00,412.60,,414.90
USD::jobless claims 4 - week avg.::none,2008-07-01,17:00,375.68K,,366.23K
USD::kc fed composite index::none,2008-07-01,17:00,-5.00,,0.00
USD::kc fed manufacturing index::none,2008-07-01,17:00,-16.00,,-3.00
USD::mba 30 - year mortgage rate::none,2008-07-01,17:00,6.38%,,5.96%
USD::mba purchase index::none,2008-07-01,17:00,353.75,,356.78
USD::manufacturing payrolls::none,2008-07-01,17:00,-60.00K,,-35.00K
USD::manufacturing production::m/m,2008-07-01,17:00,-0.60%,,-0.50%
USD::michigan current conditions::none,2008-07-01,17:00,67.60,,71.70
USD::midwest manufacturing::none,2008-07-01,17:00,97.20,,96.40
USD::mortgage market index::none,2008-07-01,17:00,501.71,,603.13
USD::mortgage refinance index::none,2008-07-01,17:00,"1,370.94",,"2,057.21"
USD::nfib small business optimism::none,2008-07-01,17:00,89.20,,89.30
USD::natural gas storage::none,2008-07-01,17:00,78.57B,,90.00B
USD::overall net capital flow::none,2008-07-01,17:00,94.80B,,-45.40B
USD::pending home sales index::none,2008-07-01,17:00,88.60,,85.10
USD::philly fed business conditions::none,2008-07-01,17:00,13.90,,19.90
USD::philly fed capex index::none,2008-07-01,17:00,4.30,,16.60
USD::philly fed new orders::none,2008-07-01,17:00,-17.30,,-2.50
USD::philly fed prices paid::none,2008-07-01,17:00,64.30,,50.20
USD::real earnings::m/m,2008-07-01,17:00,-0.80%,,-0.20%
USD::real personal consumption::m/m,2008-07-01,17:00,-0.10%,,0.00%
USD::redbook::m/m,2008-07-01,17:00,-0.79%,,1.63%
USD::redbook::y/y,2008-07-01,17:00,2.54%,,1.79%
USD::retail sales ex gas/autos::m/m,2008-07-01,17:00,0.40%,,0.70%
USD::richmond manufacturing shipments::none,2008-07-01,17:00,-6.00,,-10.00
USD::richmond services index::none,2008-07-01,17:00,-12.00,,-7.00
USD::s&p/cs hpi composite - 20 s.a.::m/m,2008-07-01,17:00,-1.40%,,-1.70%
USD::tic net long - term transactions including swaps::none,2008-07-01,17:00,27.50B,,51.30B
USD::texas services sector outlook::none,2008-07-01,17:00,-18.20,,-13.70
"USD::us foreign buying, t - bonds::none",2008-07-01,17:00,28.00B,,1.80B
USD::5 - year note auction::none,2008-07-01,17:00,3.38%,,3.50%
USD::continuing jobless claims::none,2008-07-01,17:00,"3,060.38K",,"3,016.41K"
USD::existing home sales::m/m,2008-07-01,17:00,-1.20%,,0.70%
USD::export price index::m/m,2008-07-01,17:00,1.00%,,0.30%
USD::federal budget balance::none,2008-07-01,17:00,33.50B,,-165.90B
USD::housing starts::m/m,2008-07-01,17:00,7.50%,,-3.90%
USD::ism manufacturing employment::none,2008-07-01,17:00,44.80,,46.10
USD::ism non - manufacturing employment::none,2008-07-01,17:00,43.40,,47.20
USD::michigan 1 - year inflation expectations::none,2008-07-01,17:00,5.10%,,5.20%
USD::michigan 5 - year inflation expectations::none,2008-07-01,17:00,3.40%,,3.40%
USD::michigan consumer expectations::none,2008-07-01,17:00,49.00,,51.10
USD::new home sales::m/m,2008-07-01,17:00,-3.40%,,-6.00%
USD::philly fed employment::none,2008-07-01,17:00,-8.80,,-2.50
USD::private nonfarm payrolls::none,2008-07-01,17:00,-206.00K,,-216.00K
USD::retail control::m/m,2008-07-01,17:00,0.40%,,0.70%
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,2008-07-01,17:00,-0.50%,,-0.80%
USD::total vehicle sales::none,2008-07-02,00:00,9.70M,10.20M,10.50M
JPY::monetary base::y/y,2008-07-02,07:50,0.4%,0.0%,-0.9%
AUD::building approvals::m/m,2008-07-02,09:30,-6.5%,-3.3%,7.8%
AUD::retail sales::m/m,2008-07-02,09:30,0.7%,0.1%,-0.2%
EUR::ecb president trichet speaks::none,2008-07-02,15:15,,,0.00
GBP::housing equity withdrawal::q/q,2008-07-02,16:30,5.0B,5.4B,7.3B
EUR::ppi::m/m,2008-07-02,17:00,1.2%,0.9%,0.8%
USD::adp nonfarm employment change::none,2008-07-02,20:15,-79K,-20K,40K
USD::factory orders::m/m,2008-07-02,22:00,0.6%,0.4%,1.1%
USD::crude oil inventories::none,2008-07-02,22:30,-2.000M,,0.800M
USD::treasury secretary paulson speaks::none,2008-07-02,23:00,,,0.00
USD::fed's balance sheet::none,2008-07-03,04:30,902.96B,,892.71B
AUD::aig services index::none,2008-07-03,07:30,45.4,,49.7
AUD::trade balance::none,2008-07-03,09:30,-1.00B,-1.00B,-1.00B
NZD::anz commodity price index::m/m,2008-07-03,11:00,0.0%,,1.0%
CHF::cpi::m/m,2008-07-03,13:45,0.2%,0.4%,0.8%
EUR::retail sales::m/m,2008-07-03,17:00,1.2%,0.4%,-0.7%
EUR::ecb interest rate decision::none,2008-07-03,19:45,4.25%,4.25%,4.00%
EUR::ecb president trichet speaks::none,2008-07-03,20:30,,,0.00
USD::average hourly earnings::m/m,2008-07-03,20:30,0.3%,0.3%,0.3%
USD::initial jobless claims::none,2008-07-03,20:30,404K,384K,384K
USD::nonfarm payrolls::none,2008-07-03,20:30,-62K,-60K,-49K
USD::unemployment rate::none,2008-07-03,20:30,5.5%,,5.5%
USD::ism non - manufacturing pmi::none,2008-07-03,22:00,48.2,51.1,51.7
JPY::leading index::none,2008-07-04,13:00,92.6,93.0,92.8
EUR::french government budget balance::none,2008-07-04,14:45,-50.1B,,-45.0B
EUR::german factory orders::m/m,2008-07-04,18:00,-0.9%,0.8%,-1.8%
USD::u.s. baker hughes oil rig count::none,2008-07-05,01:00,373,,375
AUD::cftc aud speculative net positions::none,2008-07-05,03:30,51.4K,,49.4K
CAD::cftc cad speculative net positions::none,2008-07-05,03:30,-9.8K,,-4.5K
CHF::cftc chf speculative net positions::none,2008-07-05,03:30,6.6K,,-2.4K
EUR::cftc eur speculative net positions::none,2008-07-05,03:30,27.7K,,1.4K
GBP::cftc gbp speculative net positions::none,2008-07-05,03:30,-2.6K,,-12.8K
JPY::cftc jpy speculative net positions::none,2008-07-05,03:30,16.0K,,-12.7K
MXN::cftc mxn speculative net positions::none,2008-07-05,03:30,73.9K,,98.2K
NZD::cftc nzd speculative net positions::none,2008-07-05,03:30,3.2K,,2.7K
USD::cftc silver speculative net positions::none,2008-07-05,03:30,46.5K,,39.0K
USD::cftc gold speculative net positions::none,2008-07-05,03:30,187.7K,,153.5K
USD::cftc crude oil speculative net positions::none,2008-07-05,04:30,26.5k,,20.6k
EUR::ecb president trichet speaks::none,2008-07-05,18:00,,,0.00
EUR::ecb president trichet speaks::none,2008-07-06,18:00,,,0.00
AUD::aig construction index::none,2008-07-07,07:30,40.3,,36.9
CHF::unemployment rate s.a.::none,2008-07-07,13:45,2.5%,2.5%,2.5%
EUR::sentix investor confidence::none,2008-07-07,16:30,-9.3,2.5,5.2
GBP::industrial production::m/m,2008-07-07,16:30,-0.8%,-0.1%,0.2%
GBP::manufacturing production::m/m,2008-07-07,16:30,-0.5%,0.0%,0.1%
EUR::german industrial production::m/m,2008-07-07,18:00,-2.4%,0.3%,-0.8%
CAD::building permits::m/m,2008-07-07,20:30,1.1%,-5.7%,14.5%
NZD::nzier business confidence::none,2008-07-08,06:00,-64,,-64
GBP::niesr gdp estimate::none,2008-07-08,07:00,0.2%,,0.2%
AUD::nab business confidence::none,2008-07-08,09:30,-9,,-4
JPY::economy watchers current index::none,2008-07-08,13:00,29.5,31.0,32.1
GBP::house price index::y/y,2008-07-08,16:30,3.7%,3.2%,4.9%
USD::fed chairman bernanke speaks::none,2008-07-08,20:30,,,0.00
USD::wholesale inventories::m/m,2008-07-08,22:00,0.8%,0.7%,1.3%
USD::pending home sales::m/m,2008-07-08,22:00,-4.7%,-2.4%,6.3%
USD::consumer credit::none,2008-07-09,03:00,7.80B,7.50B,8.90B
GBP::nationwide consumer confidence::none,2008-07-09,07:00,63,65,69
JPY::core machinery orders::m/m,2008-07-09,07:50,10.4%,1.1%,5.5%
AUD::westpac consumer sentiment::none,2008-07-09,08:30,-6.70%,,-5.60%
AUD::home loans::m/m,2008-07-09,09:30,-7.9%,-2.0%,-3.0%
EUR::german trade balance::none,2008-07-09,14:00,12.4B,17.4B,18.7B
JPY::machine tool orders::y/y,2008-07-09,14:00,-2.7%,,1.4%
EUR::french trade balance::none,2008-07-09,14:45,-4.7B,-3.9B,-3.7B
EUR::ecb president trichet speaks::none,2008-07-09,15:00,,,0.00
GBP::trade balance::none,2008-07-09,16:30,-7.5B,-7.4B,-7.6B
EUR::gdp::q/q,2008-07-09,17:00,0.7%,0.7%,0.8%
GBP::brc shop price index::y/y,2008-07-09,17:30,2.5%,,1.8%
CAD::housing starts::none,2008-07-09,20:15,218.00K,218.00K,221.00K
EUR::deposit facility rate::none,2008-07-09,20:45,3.25%,,3.00%
USD::crude oil inventories::none,2008-07-09,22:35,-5.900M,,-2.000M
USD::fed's balance sheet::none,2008-07-10,04:30,898.03B,,902.96B
NZD::business nz pmi::none,2008-07-10,06:30,45.7,,47.9
JPY::ppi::y/y,2008-07-10,07:50,5.6%,5.2%,4.8%
JPY::adjusted current account::none,2008-07-10,07:50,2.03T,1.90T,1.51T
AUD::employment change::none,2008-07-10,09:30,29.8K,10.2K,-19.7K
AUD::unemployment rate::none,2008-07-10,09:30,4.2%,4.3%,4.3%
GBP::halifax house price index::m/m,2008-07-10,14:00,-2.0%,-1.0%,-2.5%
EUR::french industrial production::m/m,2008-07-10,14:45,-2.6%,-0.5%,1.4%
EUR::italian industrial production::m/m,2008-07-10,16:00,-1.4%,-0.5%,0.7%
